eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200501010007,2005-01-01,0,New Hampshire,Berlin,44.46867,-71.185077,1.0,0,"01/01/2005: Joshua Hall set arson to the Burgess pulp mill, damaging logging equipment and an office trailer owned by T.R. Dillon Logging. There were no casualties reported in the incident, and the monetary extent of damage is unknown. Hall was later convicted in the incident, but the motivations are unclear.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,T.R. Dillon Logging,office trailer owned by T.R. Dillon Logging,United States,Unknown,Unknown,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Unknown,None,"Carol Robidoux, ""Another arson at NH logging site,"" The Union Leader, July 10, 2005.",Eco Project 2010,-9,-9,0,-9,None
200501090004,2005-01-09,0,Washington,Olympia,47.039225,-122.891429,1.0,0,"1/9/2005: Unknown perpetrators ignited a fire at the Eastside Women's Health Clinic in Olympia, Washington, United States. There were no casualties, but the abortion clinic sustained around $500,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Eastside Women's Health Clinic,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Washington.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"This incident occurred at 2:00 AM.  During the twenty years before the incident, the abortion clinic was picketed weekly.","""Fire at Women's Health Clinic Is Ruled as Arson,"" Los Angeles Times, January 11, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,None
200501120006,2005-01-12,0,California,Auburn,38.88302,-121.078378,1.0,0,"1/12/2005: Five incendiary devices were discovered at a commercial building under construction the Parkhill Professional Center in Auburn, California in the United States. The incendiaries, which were made of white and orange plastic five gallon buckets containing a gasoline and diesel mixture, affixed with pieces of wooden framing material,  a white plastic manual kitchen timer with green electrical wires leading to a fifteen minute road flare, wooden matches, a 9-volt Duracel battery, and electrical connectors, failed to ignite and were rendered inoperable by police at the scene. As the devices did not function properly, there were no casualties, nor property damage in the incident. A few days later, a letter signed by the Earth Liberation Front (ELF) was sent to various media outlets, claiming responsibility for this attempted arson as well as the one on two homes under construction in the Twelve Bridges community in December 2004 (122704). Ryan Daniel Lewis was convicted of attempted arson and sentenced in this incident. Eva Rose Holland was also charged in this incident.",1,1,1,0,0,Facility/Infrastructure Attack,Business,Construction,commercial building under construction at the Parkhill Professional Center,"commercial building under construction at the Parkhill Professional Center in Auburn, CA",United States,Earth Liberation Front (ELF),Anti-land development; anti-construction,0.0,2,2,1.0,Incendiary,Gasoline or Alcohol,"white and orange plastic five gallon buckets containing a gasoline and diesel mixture, affixed with pieces of wooden framing material,  a white plastic manual kitchen timer with green electrical wires leading to a fifteen minute road flare, wooden matches, a 9-volt Duracel battery, and electrical connectors",0,0,0,0,0,0,Unspecified,"The perpetrators were also responsible for an attempted arson in 2004 and several later arsons in 2005, and were sentenced to federal prison time for their crimes.","FBI, ""Terrorism 2002-2005,""FBI, DOJ, 2005.",Eco Project 2010,0,1,0,1,None
200502070008,2005-02-07,0,California,Sutter Creek,38.393414,-120.803032,1.0,0,"02/07/2005: At approximately 3:15 a.m. local time, seven firebombs were detonated at a newly constructed apartment complex in Sutter Creek, California, United States. Six of the firebombs were extinguished by the sprinkler system, but the seventh firebomb exploded and caused approximately $50,000 worth of damage to the complex, although no casualties resulted from this attack. The group Earth Liberation Front (ELF) claimed responsibility for this attack and subsequently three individuals were arrested and charged.",1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Named Civilian,Miwuk Indians,Jackson Rancheria Band members of the tribe,United States,Earth Liberation Front (ELF),Unknown,0.0,3,3,1.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),None,"“Apartment complex fire may be tied to radical environmental group,” The Associated Press State & Local Wire, February 7, 2005.",CETIS,0,1,0,1,None
200502130002,2005-02-13,0,California,Auburn,38.896549,-121.076948,1.0,0,"02/13/2005: A homemade explosive device, which appeared to be a fertilizer bomb, was found outside of the Placer County Courthouse in Auburn California in the United States. The bomb did not explode and police officers dismantled the device. There were no casualties or damage in this incident and the perpetrators are unknown. However, this was one in a series of incidents, two of which were confirmed to be eco-terrorism in Auburn within the month, and authorities were investigating whether the Earth Liberation Front (ELF) may have been involved in this particular case.",1,1,1,0,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Placer County Government,"Placer County Superior Courthouse in Auburn, CA",United States,Unknown,Unknown,0.0,-99,-99,0.0,Explosives,Other Explosive Type,possibly fertilizer bomb,0,0,0,0,0,0,Unspecified,"Authorities were investigating if this incident was related to an attempted bombing of the DMV in Auburn, CA two days later, and additionally, if there is any relation to several eco-attacks earlier in the year.","""News in brief from Northern California,"" Associated Press State & Local Wire, February 14, 2005.",Eco Project 2010,-9,-9,0,-9,None
200502150001,2005-02-15,0,California,Auburn,38.907241,-121.08435,1.0,0,"02/15/2005: A pipe bomb was found at the Department of Motor Vehicles office in Auburn, California in the United States. The device, which did not ignite and was safely dismantled, was composed of a piece of PVC pipe with duct tape, gun powder in the center and wires attached. There were no casualties, nor damage in this incident, and the perpetrators are unknown. However, this was one in a series of incidents, two of which were confirmed to be eco-terrorism in Auburn within the month, and authorities were investigating whether the Earth Liberation Front (ELF) may have been involved in this particular case.",1,1,1,0,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Department of Motor Vehicles,"offices of the Department of Motor Vehicles in Auburn, CA",United States,Unknown,Unknown,0.0,-99,-99,0.0,Explosives,Pipe Bomb,"a piece of PVC pipe with duct tape, gun powder in the center and wires attached",0,0,0,0,0,0,Unspecified,"Authorities were investigating if this incident was related to an attempted bombing of the Placer County Courthouse in Auburn, CA two days earlier, and additionally, if there is any relation to several eco-attacks earlier in the year.","Don Thompson, ""Fifth bomb found, dismantled at Auburn DMV; eco-terror probed,"" Associated Press State & Local Wire, February 15, 2005.",Eco Project 2010,-9,-9,0,-9,None
200502170002,2005-02-17,0,New Mexico,Albuquerque,35.08418,-106.648639,1.0,0,"02/17/2005: A home under construction in the Volcano Cliffs development near Petroglyph National Monument in Albuquerque, New Mexico was set ablaze. The arson destroyed the $350,000 custom home. There were no casualties in the incident. The owner of the home stated that he had trouble since the start of the construction with equipment being stolen and vandalism as well, believed to be committed be people who oppose the building of homes in that open space. The perpetrator(s) remained unidentified.",1,1,1,1,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,"Bill Rice, owner of a new private residence under construction","private residence under construction in Volcano Cliffs development in Albuquerque, NM",United States,Unknown,Suspected to be the opposition of construction in order to preserve the open space.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),None,"Carolyn Carlson, ""House Fire Could Be Arson,"" Albuquerque Journal, February 19, 2005.",Eco Project 2010,-9,-9,0,-9,None
200503190014,2005-03-19,0,Indiana,Bloomington,39.16659,-86.534244,1.0,0,"3/19/2005: Unknown perpetrators shattered glass at the front door and ignited a small fire within the Planned Parenthood of Indiana in Bloomington, United States. There were no casualties but the abortion clinic sustained minor damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Planned Parenthood,Planned Parenthood of Indiana,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Indiana.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Paper used to ignite the fire,0,0,0,0,0,0,Minor (likely < $1 million),"Two weeks later, there was a similar attack against the same abortion clinic (200503300004).  It is unknown if - like the March 30th incident - a gunshot was fired into the building.","""Fire Causes Little Damage at Bloomington Planned Parenthood,"" Associated Press, March 31, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,None
200503300004,2005-03-30,0,Indiana,Bloomington,39.16659,-86.534244,1.0,0,"3/30/2005: Unknown perpetrators fired a bullet through the front door and ignited a small fire within the Planned Parenthood of Indiana in Bloomington, United States. There were no casualties but the abortion clinic sustained minor damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Planned Parenthood,Planned Parenthood of Indiana,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Indiana.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"The fire burnt itself out on its own.  Two weeks earlier, there was a similar attack against the same abortion clinic (200503190014).","""Fire Causes Little Damage at Bloomington Planned Parenthood,"" Associated Press, March 31, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,None
200504130004,2005-04-13,0,Massachusetts,New Bedford,41.637675,-70.930869,1.0,0,"04/13/2005: At approximately 1:15 a.m. local time, an improvised explosive device (IED) was detonated on the grounds of an elementary school in New Bedford, Massachusetts, United States. No casualties and only minor property damage resulted from this incident. No group claimed responsibility for this attack, although two men were seen fleeing the scene moments before the explosion.",1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Unknown,John B. DeValles Elementary School,United States,Unknown,Unknown,0.0,2,0,0.0,Explosives,Other Explosive Type,An IED was detonated.,0,0,0,0,0,0,Minor (likely < $1 million),None,"“EXPLOSION NEAR ELEMENTARY SCHOOL PROBED,” The Boston Globe, April 14, 2005.",CETIS,-9,-9,0,-9,None
200504130009,2005-04-13,0,Washington,Sammamish,47.613435,-122.035494,1.0,0,"04/13/2005: A home under construction in Sammamish, Washington in the United States was firebombed, suspectedly by the Earth Liberation Front (ELF). The arson caused $100,000 in damages to the home's garage where the device was planted, but there were no injuries in the incident. The incident appears to be related to an attempted firebombing of another home a few blocks away, which was claimed in a note, and both incidents were posted on the ELF website. Despite the claims and that the devices were similar to those used in the Snohomish county home arsons in 2004, authorities were unable to confirm ELF as the perpetrators.",1,1,1,1,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,private home,"home under construction in Sammamish, WA",United States,Earth Liberation Front (ELF),Anti-land development; anti-construction,1.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,None,0,0,0,0,0,0,Minor (likely < $1 million),"The incident appears to be related to an attempted firebombing of another home a few blocks away, which was claimed in a note, and both incidents were posted on the ELF website. Despite the claims and that the devices were similar to those used in the Snohomish county home arsons in 2004, authorities were unable to confirm ELF as the perpetrators.","FBI, ""Terrorism 2002-2005,""FBI, DOJ, 2005.",Eco Project 2010,0,1,0,1,"200504130009, 200504130010"
200504130010,2005-04-13,0,Washington,Sammamish,47.613435,-122.035494,1.0,0,"04/13/2005: Unknown perpetrators attempted to firebomb a home on Inglewood Hill Road in Sammamish, Washington in the United States. The incendiary malfunctioned because the fuse blew out before the device ignited. A motorist driving past the home in the morning, spotted the failed incendiary with a note next to it, reading ""Where are all the trees. Burn Rapist Burn. ELF.""  There were no casualties in the incident, nor damages. The incident appears to be related to a firebombing of another home a few blocks away on the same day, and both incidents were posted on the ELF website. Despite the claims and that the devices were similar to those used in the Snohomish county home arsons in 2004, authorities were unable to confirm ELF as the perpetrators.",1,1,1,0,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,private home,"home under construction in Sammamish, WA",United States,Earth Liberation Front (ELF),Anti-land development; anti-construction,1.0,-99,-99,1.0,Incendiary,Gasoline or Alcohol,"a plastic, two-liter bottle filled with fuel and using an improvised igniter",0,0,0,0,0,0,Unspecified,"There were no casualties in the incident, nor damages. The incident appears to be related to a firebombing of another home a few blocks away on the same day, and both incidents were posted on the ELF website. Despite the claims and that the devices were similar to those used in the Snohomish county home arsons in 2004, authorities were unable to confirm ELF as the perpetrators.","FBI, ""Terrorism 2002-2005,""FBI, DOJ, 2005.",Eco Project 2010,0,1,0,1,"200504130009, 200504130010"
200505050002,2005-05-05,0,New York,New York City,40.697132,-73.931351,1.0,0,"05/05/2005: Unidentified perpetrators threw two small, homemade grenades at a building housing the British Consulate in New York City, New York, United States. No one was harmed in the attack, but the building sustained some minor damage. No group claimed responsibility for the attack.",1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,British Consulate,The office of the British Consulate in New York City,Great Britain,Unknown,Unknown,0.0,0,0,0.0,Explosives,Grenade,The two grenades used in the attack were homemade.,0,0,0,0,0,0,Minor (likely < $1 million),The attack occurred on the same day as Britain's national elections.,"Tom Hays, “Grenades Damage British Consulate in N.Y.,” The Associated Press, May 05, 2005.",CETIS,-9,-9,1,1,None
200507040009,2005-07-04,0,Florida,West Palm Beach,26.714388,-80.052689,1.0,0,"7/4/2005: Unknown perpetrators ignited a fire at the Presidential Women's Center in West Palm Beach, Florida, United States. There were no casualties, but the abortion clinic sustained moderate damage.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Presidential Women's Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Florida.,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Fire ignited with some type of accelerant believed possibly to be lighter fluid,0,0,0,0,0,0,Minor (likely < $1 million),"The fire was first reported at 10:45 PM.  A fire was set at another abortion clinic in Palm Beach County one year before this incident (200407020005).  In the ten years before the attack, the abortion clinic was the target of weekly protests.","Jill Barton, ""Suspicious Fire Damages Florida Abortion Clinic,"" Associated Press, July 5, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,None
200507080006,2005-07-08,0,New Hampshire,Berlin,44.46867,-71.185077,1.0,1,"07/08/2005: Unknown perpetrator(s) set arson to logging equipment owned by T.R. Dillon Logging in Success, New Hampshire in the United States, causing $500,000 in damages. There were no casualties in the incident. It was unclear whether this was an act against logging or if it was committed by local environmentalists or merely vandals. Three vehicles, an all-wheel drive plow truck, a brand new 18-wheel tractor-trailer and an excavator, were engulfed in flames when the fire department responded to the incident.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,T.R. Dillon Logging,"three logging vehicles owned by T.R. Dillon Logging in Success, NH",United States,Unknown,Unknown,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),This was not the first time T.R. Dillon logging was targeted by arsonists. There was another incident on New Year's Day of the same year.,"Carol Robidoux, ""Another arson at NH logging site,"" The Union Leader, July 10, 2005.",Eco Project 2010,-9,-9,0,-9,None
200507090011,2005-07-09,0,Indiana,Bloomington,39.16659,-86.534244,1.0,0,"07/09/2005: Assailants broke a window and set a fire in a kitchen at the Bloomington Islamic Center in Indiana, United States. The fire was put out and there were no casualties or significant damage. No one claimed responsibility for the attack, but a Koran was set on fire outside.",1,1,1,1,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Place of Worship,Islamic Center of Bloomington,Mosque,United States,Anti-Muslim extremists,Unspecified,0.0,-99,0,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),None,"Kirschner, Kris, ""Search on for suspect in mosque arson,"" 13WTHR, August 26, 2016, https://www.wthr.com/article/news/search-on-for-suspect-in-mosque-arson/531-bfab0a7c-2aa7-4c87-820b-e0573cf948a7",UMD Miscellaneous,-9,-9,0,-9,None
200509000001,2005-09-15,0,California,Los Angeles,34.097866,-118.407379,1.0,0,"09/00/2005: Members of the Animal Liberation Front (ALF) claimed responsibility for ignited smoke grenades in the lobby of the residence of Guerdon Stuckey, the  Animal Services General Manager in Los Angeles, California in the United States. There were no injuries, and the extent of property damage is unknown, if any. The Animal Defense League and other groups had been appealing for months to the mayor to oust Stuckey from office and go ahead with a no-kill policy at city animal shelters, but they were not seeing desired results.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",Animal Services Department,"Guerdon Stuckey, Animal Services Director",United States,Animal Liberation Front (ALF),To remove Guerdon Stuckey from his position and implement a no-kill policy at city animal shelters.,0.0,-99,-99,1.0,Incendiary,Unspecified,smoke bomb,0,0,0,0,0,0,Unspecified,None,"Rick Orlov, ""At-Home Security OK'D For Workers,"" The Daily News of Los Angeles, October 20, 2005.",Eco Project 2010,0,1,0,1,None
200511200004,2005-11-20,0,Maryland,Hagerstown,39.6425,-77.717579,1.0,0,"11/20/2005: Perpetrators set four separate fires in the development known as Hagers Crossing in Hagerstown, Maryland, United States, a short time before 2:30 a.m. local time. One townhouse was destroyed and three others were damaged. No casualties occurred. Earth Liberation Front (ELF) claimed responsibility for these attacks.",1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Unknown,"the development known as Hagers Crossing in Hagerstown, Maryland",United States,Earth Liberation Front (ELF),"In an emailed statement, an individual that claimed to be a member of ELF wrote that the goal of these attacks was  ""to strike at the bottom line"" of Ryan Homes, which was the developer of many of the houses in the plan.",0.0,0,0,1.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"Although the individual that wrote the email claiming responsibility for these attacks declared himself to be a member of ELF, the veracity of his statement could not be determined to be true or false. If this was the work of ELF, these collective incidents would be the first attacks perpetrated by ELF in Maryland.","“Arsonists destroy one home, damage three others in development,” The Associated Press State & Local Wire, November 20, 2005.",CETIS,0,1,0,1,None
200511290003,2005-11-29,0,California,San Diego,32.715695,-117.161719,1.0,0,"11/29/2005: In a series of related incidents, unknown perpetrators carried out incendiary attacks on two separate car dealerships in San Diego, United States,Collectively, the value of the property damage from these related incidents was approximately $167,000. In this particular attack, at 2:45 a.m. local time, Pacific Nissan car dealership was targeted and five sport utility vehicles (SUVs) were set on fire, which resulted in approximately $150,000 in property damage. No casualties resulted from this incident and although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).",1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Pacific Nissan car dealership,United States,Earth Liberation Front (ELF),Unknown,0.0,0,0,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"Although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).","Joe Hughes, “Arson razes luxury vehicles; 2 CAR DEALERSHIPS LATEST VICTIMS IN SERIES OF BLAZES IN PACIFIC BEACH,” The San Diego Union-Tribune, November 30, 2005.",CETIS,0,1,0,1,"200511290003, 200511290004"
200511290004,2005-11-29,0,California,San Diego,32.715695,-117.161719,1.0,0,"11/29/2005: In a series of related incidents, unknown perpetrators carried out incendiary attacks on two separate car dealerships in San Diego, California, United States. Collectively, the value of the property damage from these related incidents was approximately $167,000. In this particular attack, at 3:00 a.m. local time, Guy Hill Cadillac car dealership was targeted and two sport utility vehicles (SUVs) were sent on fire, which resulted in approximately $17,000 in property damage. No casualties resulted from this incident and although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).",1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Guy Hill Cadillac car dealership,United States,Earth Liberation Front (ELF),Unknown,0.0,0,0,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"Although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).","Joe Hughes, “Arson razes luxury vehicles; 2 CAR DEALERSHIPS LATEST VICTIMS IN SERIES OF BLAZES IN PACIFIC BEACH,” The San Diego Union-Tribune, November 30, 2005.",CETIS,0,1,0,1,"200511290003, 200511290004"
200512200004,2005-12-20,0,Ohio,Cincinnati,39.150174,-84.518436,1.0,0,"12/20/2005: A few hours after evening prayer, two pipe bombs exploded outside of the Islamic Association of Cincinnati, a mosque in Cincinnati, Ohio, United States. No claim of responsibility was made. No arrests have been made.",1,1,1,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Mosque,Islamic Association of Cincinnati,United States,Unknown,"While the motive for this attack is unknown, a number of threats have been made against this mosque.  The threats have attacked the religon in general.",0.0,-99,0,0.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Unknown,None,"""Clerfy, officials condemn Ohio mosque bombing,"" Associated Press, December 21, 2005",UMD Miscellaneous,-9,-9,0,-9,None
200601170007,2006-01-17,0,Washington,Camano,48.173986,-122.528214,1.0,0,"01/17/2006: A $3 million dollar home under construction on Camano Island near Seattle, Washington, United States, was completely destroyed in an arson attack. The home belonged to Karla and Mark Verbarendse. There were no casualties and the Earth Liberation Front claimed responsibility.",1,1,1,1,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Unknown,House belonging to Karla and Mark Verbarendse,United States,Earth Liberation Front (ELF),Unknown,0.0,0,0,1.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Major (likely >= $1 million but < $1 billion),None,"“Terrorism: Criminal Nature,” The Seattle Post-Intelligencer, January 19, 2006.",CETIS,0,1,0,1,None
200603030013,2006-03-03,0,North Carolina,Chapel Hill,35.904912,-79.046913,1.0,0,"3/3/2006: Mohammed Reza Taheri-azar rented a Jeep Cherokee and drove it through a crowed of people gathered in ""The Pit"" on the University of North Carolina- Chapel Hill campus in North Carolina, United States. His intention was to hurt or kill people in order to ""avenge the deaths of Muslims around the world.""  He was acting alone. Although he was born in Iran, he was raised in the United States and was a citizen of the United States.",1,1,1,1,0,Unarmed Assault,Private Citizens & Property,Student,Students,"Students gathered the University of North Carolina campus in an area called ""The Pit""",United States,Muslim extremists,"Mohammed Reza Taheri-azar wanted to hurt people in order to ""avenge the deaths of Muslims around the world.""",0.0,1,1,1.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Unspecified,"The individual drove a Jeep Cherokee into a group of students gathered in an area known as ""The Pit"".",0,0,0,9,0,0,Unspecified,"The individual drove his rented Jeep Cherokee into a common gathering area, with the intention of killing people, in order to  ""avenge the deaths of Muslims around the world.""  He was born in Iran, but grew up in the United States and became a full U.S. citizen in 1991. He appears to have acted alone.","Karin Rives, ""UNC attacker sought revenge; But Mohammed Reza Taheri-azar appears to have acted alone, campus police say"", The News and Observer, March 5, 2006",UMD Miscellaneous,-9,-9,0,-9,None
200606300004,2006-06-30,0,California,Los Angeles,34.097866,-118.407379,1.0,0,"06/30/2006: An incendiary device that consisted of 'a bottle filled with a flammable liquid' was mistakenly left on the doorstep of a 70 year old Bel Air, California, United States, resident on June 30, 2006. The intended recipient was Lynn Fairbanks, a University of California – Los Angeles (UCLA) professor of psychiatry and behavioral sciences who was also a neighbor of the victim. Since the bomb failed to detonate, no casualties resulted from this attack. Animal Liberation Front (ALF) claimed responsibility for this incident.",1,1,1,0,0,Bombing/Explosion,Educational Institution,Teacher/Professor/Instructor,Unknown,"Lynn Fairbanks, a University of California – Los Angeles (UCLA) professor of psychiatry and behavioral sciences",United States,Animal Liberation Front (ALF),"In a statement posted on its website, ALF claimed that Fairbanks and her team were ""breeding monkeys for painful addiction experiments"".",0.0,0,0,1.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Unspecified,None,"City News Service, July 12, 2006.",CETIS,0,1,0,1,None
200607120007,2006-07-12,0,California,Los Angeles,34.097866,-118.407379,1.0,0,"07/12/2006:The Animal Liberation Front (ALF) accidentally targeted an elder woman's house with a bomb in Bel Air, California, United States. The device failed to go off but authorities stressed that had it detonated it is very likely that the woman would have been killed.",1,1,1,0,0,Bombing/Explosion,Private Citizens & Property,Unspecified,Unknown,Unknown,United States,Animal Liberation Front (ALF),Unknown,0.0,0,0,1.0,Explosives,Unknown Explosive Type,None,0,0,0,0,0,0,Unspecified,None,"“Animal Liberation group takes responsibility for terrorist attack on elderly woman who was unintended target- Reward for information Offered.” US Fed News.  July 12, 2006.",CETIS,0,1,0,1,None
200607280004,2006-07-28,0,Washington,Seattle,47.610786,-122.331306,1.0,0,"7/28/2006: Naveed Afzal Haq forced his way into Jewish Federation of Greater Seattle, headquarters of the philanthropic organization, building by holding a gun to the head of a teenage girl. He then shot 6 women working there, killing one of them and injuring the other five. One of the victims called 911. Dispatchers calmed Haq and he exited the building with his hands on his head, where police arrested him.",1,1,1,1,0,Armed Assault,Business,Unspecified,Jewish Philanthropic Organization,Jewish Federation of Greater Seattle,United States,Anti-Semitic extremists,"Upon entering the building, Naveed Afzal Haq stated, ""I'm Muslim American.  I'm angry at Israel.""  He also stated to a 911 dispatcher that, ""These are Jews and I'm tired of getting pushed around and our people getting pushed around by the situation in the Middle East.""",0.0,1,1,1.0,Firearms,Handgun,None,1,1,0,5,0,0,Unspecified,The mental state of the individual has been questioned.  He has been arrested in the past for indecent exposure and had a history of mental problems.,"Sharyn L. Decker, ""Multiple Charges Filed in Seattle Shootings Six were Attacked at Jewish Center"", The Washington Post, July 30, 2006.",UMD Miscellaneous,-9,-9,0,-9,None
200609110007,2006-09-11,0,Iowa,Davenport,41.523505,-90.577549,1.0,0,"09/11/2006: At approximately 4:30 a.m. local time, an individual drove his vehicle into the Edgerton Women's Health Center in Davenport, Iowa, United States, and subsequently set the vehicle on fire. David Robert McMenemy of Michigan was arrested, charged with ‘arson against a business affecting interstate commerce’, and sentenced to five years in prison for committing this attack. McMenemy mistakenly thought that this facility performed abortions. No proof was revealed that McMenemy was associated with any anti-abortion group. No casualties resulted from this attack, although property damage did occur. No group claimed responsibility for the attack.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Medical/Pharmaceutical,Unknown,Edgerton Women's Health Center,United States,Anti-Abortion extremists,McMenemy mistakenly thought that this facility performed abortions.,0.0,1,1,1.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Unspecified,None,0,0,0,0,0,0,Minor (likely < $1 million),None,"“Man accused of ramming car into women's clinic in Davenport,” The Associated Press State & Local Wire, September 12, 2006.",CETIS,-9,-9,0,-9,None
200701220011,2007-01-22,0,California,Antioch,38.005001,-121.805832,1.0,0,"01/22/2007: Assailants fired bullets into the Islamic Center of East Bay, in Antioch, California, United States. There were no casualties, but seven bullet holes were found in the walls and windows of the building. No one claimed responsibility for the attack, which took place in the wake of several acts of vandalism targeting the mosque, and about seven months before assailants destroyed the mosque in an arson attack.",1,1,1,1,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Islamic Center of East Bay,Mosque,United States,Anti-Muslim extremists,Unspecified,0.0,-99,0,0.0,Firearms,Unknown Gun Type,None,0,0,0,0,0,0,Minor (likely < $1 million),None,"Braun, Cassandra, ""Shooting at Islamic center stokes fear,"" East Bay Times, August 15, 2016, https://www.eastbaytimes.com/2007/01/28/shooting-at-islamic-center-stokes-fear/",UMD Miscellaneous,-9,-9,0,-9,None
